id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
5220598,SXSW Sanctuary in Hyde Park,20160489,Aaron,,78751,30.304493550564086,-97.73369235630894,Private room,200,1,0,,,1,365
4270302,Bright Su-Su-Studio in Central ATX,2423654,Whitney + Erik,,78751,30.311941223492905,-97.71533300787543,Entire home/apt,107,1,32,2015-10-25,2.46,1,164
6662263,Historic Hyde Park guest house,34872151,Tim,,78751,30.305463337361033,-97.73425991357044,Entire home/apt,79,1,11,2015-11-03,11,1,299
7580640,Casa Rowena! Walk everywhere!!,31694827,Zac,,78751,30.316063717925243,-97.72399520615082,Entire home/apt,155,1,14,2015-11-01,4.57,1,348
3125395,Room available in Hyde Park,1681295,William,,78751,30.311634582099057,-97.7228239496157,Private room,45,6,3,2015-09-11,0.18,1,359
4237231,Apartment for F1 event,21849977,Mike,,78751,30.303878410468656,-97.73620674435978,Entire home/apt,180,1,0,,,1,365
5547939,10min drive 2 DT! & next 2 bus stop,28417471,Rachel & Ryan,,78751,30.313635377761887,-97.73355870367675,Private room,119,1,3,2015-05-25,0.38,1,364
140504,1915 Home w/2BR With Modern Flare,578211,Pete,,78751,30.302424064766218,-97.72953789513772,Entire home/apt,119,3,13,2015-10-27,0.26,7,359
5447286,Cute SXSW Studio in Hyde Park ,6902508,Natasha,,78751,30.302638553251622,-97.73673377941924,Entire home/apt,200,1,0,,,1,230
3513732,Home Base in Central Austin,17692740,Andrew,,78751,30.309984984021852,-97.71593165463648,Entire home/apt,217,1,5,2015-10-05,0.38,1,364
8636524,2nd floor bedroom with futon,45230741,Jon W,,78751,30.310291848680087,-97.71790183855299,Private room,70,2,0,,,2,365
3709340,Modern craftsman house - 3BDRM,8099386,Jeff,,78751,30.310481547519252,-97.71935175646018,Private room,144,2,1,2015-03-17,0.13,1,310
5708946,Hyde Park | Bungalow,21597290,Sofia,,78751,30.31627941770576,-97.73188922574809,Entire home/apt,169,2,5,2015-10-27,0.68,4,364
6131087,Newly Remodeled Hyde Park Home,10051698,Lindsey,,78751,30.310798689895837,-97.71895627449308,Entire home/apt,500,2,0,,,1,348
68130,Hyde Park Flat - Bamboo Floors,336916,Drew,,78751,30.31170901880081,-97.72455294222065,Entire home/apt,89,2,172,2015-10-24,2.94,1,314
9239771,North Campus - Hyde Park Apartment,11676267,Vritti,,78751,30.304057822738976,-97.72474855472709,Private room,49,1,0,,,1,33
2577852,"2-1 cottage, 3 miles from downtown",1756023,Carol,,78751,30.30349499625661,-97.71832895291205,Entire home/apt,115,2,25,2015-10-30,1.36,1,301
4438044,Hip North Central Austin Bungalow,23035593,Constant,,78751,30.320536234410092,-97.72228815492043,Entire home/apt,150,2,10,2015-11-06,6.25,2,317
5374974,Large Studio in Adorable Hyde Park ,8740547,Danielle,,78751,30.305058771209772,-97.73158487300907,Entire home/apt,150,2,1,2015-03-24,0.13,1,365
918416,*Reduced Price* SXSW Near Downtown,4932225,Matt,,78751,30.315049323800228,-97.732481270979,Entire home/apt,480,2,0,,,1,365
8389041,Central // Sunny // Clean,1742758,Lauren,,78751,30.295404093769793,-97.72167765929424,Private room,100,2,0,,,1,362
4719452,"Austin, Texas ",17682220,Cindy,,78738,30.31446411606885,-97.9180002078531,Private room,45,1,1,2015-08-13,0.34,1,310
8000474,1 Bedroom Apt in Bee Cave,25374064,Amanda,,78738,30.30248793493617,-97.93373139616166,Entire home/apt,80,1,7,2015-10-17,3.28,1,53
1627417,Hamilton Pool Road Guest House,1514891,Nell,,78738,30.308776047641373,-97.98470908265023,Entire home/apt,135,2,34,2015-10-24,1.70,1,356
9302845,Hill Country near Lake Travis,48294088,Adrienne,,78738,30.32708248392137,-97.97479660139373,Entire home/apt,464,7,0,,,1,354
7730776,Luxury guest house w/pool & spa,28627278,Sue,,78738,30.3077136754186,-97.91921638987559,Entire home/apt,250,2,3,2015-11-01,1.43,4,364
6820252,Steps from CO River 15Mins to Dwnt,13310054,Kalli,,78725,30.26210547338151,-97.66871883091785,Private room,40,2,9,2015-10-27,3.65,1,330
8055425,"Huge master, 4.5 miles to downtown",29961082,Jeff,,78725,30.25872930984016,-97.66932784373006,Private room,95,1,0,,,1,328
973465,Private room in East Side Oasis,4453211,Peter,,78725,30.259372498482527,-97.67140177923945,Private room,85,2,1,2013-03-13,0.03,1,310
4438959,Master bedroom - private bathroom,22028769,Luc,,78725,30.260925077565727,-97.67067861269375,Private room,42,1,3,2015-08-30,0.26,1,364
2307759,Indra's Awarehouse Art Space,11757195,Randi,,78725,30.279476803700224,-97.64467324891682,Entire home/apt,900,1,0,,,2,365
331549,One Room with Private Bathroom,1690383,Sandra,,78725,30.23910928142403,-97.58624565985403,Private room,100,2,0,,,1,365
4329829,Comfortable and 4 miles of dowtown,22028769,,,78725,30.26098814973216,-97.6699267346843,Entire home/apt,163,1,9,2015-11-02,1.14,1,359
7435169,F1 ACL Austin 360 amp. All near by,38947612,Phyllis,,78725,30.24456302961125,-97.58776358404282,Private room,100,1,0,,,1,365
720740,Lovely home on 6 private acres,12584,,,78725,30.261777765401593,-97.6671851350078,Entire home/apt,350,2,3,2015-07-28,0.09,1,363
736274,New Home! 3 bdrm 2.5 bath. F1 READY,3842953,,,78725,30.260366215636274,-97.66795241055641,Entire home/apt,900,3,0,,,1,365
3155735,Spacious 3BD Minutes from Downtown,15104542,,,78725,30.259921233246615,-97.67228647323874,Entire home/apt,300,1,2,2015-10-13,0.26,1,365
8213171,Spacious home 4.5 miles to downtown,29961082,,,78725,30.26023120613972,-97.66971451567336,Entire home/apt,399,2,1,2015-10-19,1,1,165
6477553,New home 4 miles from downtown,33842657,,,78725,30.258857526868603,-97.67005065688731,Entire home/apt,345,2,5,2015-10-06,0.97,1,316
2084235,"Perfect room for ACL, F1, SXSW.",10645624,Josh,,78725,30.262284133362616,-97.67076854917605,Private room,75,14,8,2015-11-04,0.42,1,365
8628573,"Cozy Near River, Downtown & F1",45382082,Patrick,,78725,30.26263682048916,-97.66913151234263,Entire home/apt,209,1,0,,,1,8
6846884,Room w/attached bath Central Austin,35431435,Jill,,78757,30.360335131935035,-97.72629074985012,Private room,150,1,2,2015-10-05,0.83,1,145
5491849,2 bedrooms + separate living room,1840713,Joshua,,78757,30.360264413537035,-97.72379059500429,Private room,200,1,0,,,1,226
2458732,3BR/2BA Brentwood Dwelling,4641823,Erica,,78757,30.339165801766818,-97.72968411060731,Entire home/apt,160,2,1,2015-03-22,0.13,7,356
9050338,Private Room in North Central ATX,5490223,Mia,,78757,30.36579607124126,-97.7202646195206,Private room,45,2,0,,,1,364
8202200,*Central*Private BR*Great Food/Bars,43204125,Ethan,,78757,30.353732453397726,-97.72624329741528,Private room,55,1,0,,,1,365
4234873,Adorable Crestview Garage Apartment,21975393,Nancy,,78757,30.34149709563551,-97.72728389874341,Entire home/apt,110,2,1,2015-04-20,0.15,1,123
1830545,2 Bedroom Modern Remodel,487072,Amanda & Greg,,78757,30.361912416274116,-97.72593246512567,Entire home/apt,99,2,6,2015-10-12,0.26,5,117
319958,ACL!! 3BR/2BA Perfect Location!,1640574,Colby,,78757,30.358984285869123,-97.72426153667027,Entire home/apt,750,3,1,2012-03-15,0.02,1,365
8540638,Be my Guest!,739362,Barbara,,78757,30.339087992962472,-97.74753110707006,Private room,50,2,6,2015-11-03,4.39,3,51
7912974,Room & Bath on Quiet Culdesac,3430796,Gregory,,78757,30.354861871801095,-97.73676229400166,Private room,45,2,3,2015-10-21,1.53,1,175
1462557,Cozy Allendale Apartment Hideaway,7838294,Sara,,78757,30.341352524375463,-97.7446105585629,Entire home/apt,80,2,65,2015-10-30,2.47,1,260
7438206,"Spacious room, private bath, pool!",30224632,Jennifer,,78757,30.361466091181303,-97.72134050747225,Private room,45,1,7,2015-11-06,2.08,1,81
5552689,"Kuxtal Otoch in Allendale, Austin.",25152995,Paulina,,78757,30.344471921329458,-97.74328249469951,Entire home/apt,300,3,2,2015-07-14,0.36,1,355
5297722,3/2 Updated Home in Central Austin!,23872478,Brigitte,,78757,30.344025852910672,-97.74677160760179,Entire home/apt,400,2,1,2015-04-12,0.14,1,154
8171665,Comfy Bed in Modern Spacious Home,7530809,Luke,,78757,30.356987714474478,-97.73022999911214,Private room,55,2,6,2015-11-01,4.29,1,358
6852622,Fun & relaxed apt- private bathroom,7945498,Pawel,,78757,30.363381691572243,-97.73256417548039,Private room,55,2,0,,,1,363
5144584,Home in Central Austin (Allandale),26596716,Samuel,,78757,30.349599548564363,-97.73778844530601,Entire home/apt,230,3,0,,,1,262
89475,4 Bed Contemporary w/Hot Tub!,487072,Amanda & Greg,,78757,30.35668966150045,-97.72657751633791,Entire home/apt,199,2,9,2015-10-28,0.23,5,165
8826075,NEW LISTING!  * Luxury w Pool!*,1163788,Olivia,,78757,30.35548617550156,-97.73517342650496,Entire home/apt,177,6,1,2015-10-25,1,2,364
2165318,Private BR  ! NW Austin - New!,4762980,Guy,,78757,30.370582682690156,-97.72991349813567,Private room,67,2,1,2015-02-16,0.11,1,365
4947590,Charming central austin room/s ,25499986,Shayla And Tom,,78757,30.347096674349523,-97.7285878980065,Private room,125,5,0,,,1,283
9025167,Cute little authentic 50's bungalow,47114887,Suzanne,,78757,30.349593733610025,-97.73099074861685,Private room,52,1,0,,,1,0
3818280,Private Master King Bed/bathroom,7880478,Lauren,,78757,30.344312614292303,-97.72026909419435,Private room,75,1,2,2015-09-29,0.15,1,365
4758424,"FUN House, Parking, Backyard, POOL!",24553493,Tre,,78757,30.342712647006742,-97.73123536175298,Private room,50,2,6,2015-10-04,0.71,1,60
7881132,Huge Apartment! Train to Downtown!,36278196,Cody,,78757,30.340339464619476,-97.72016767504809,Private room,70,1,2,2015-09-10,0.98,1,362
7949071,3BR Tree-Shaded Home in Austin,31148752,Bo,,78757,30.34911577347087,-97.72718337859368,Entire home/apt,275,2,1,2015-10-06,0.88,2,347
6912389,The Cavalier Studio in Midtown ATX,36224171,Kimberly,,78757,30.34322917299975,-97.71731731926336,Entire home/apt,79,2,17,2015-11-01,4.86,1,322
8174220,Centrally located new 3BD/3BA,36235757,Nick,,78757,30.341383202670734,-97.72006340846657,Entire home/apt,125,2,4,2015-10-20,1.97,1,349
4279470,Charming 3/2 in the Heart of Austin,4942000,Shannon,,78757,30.34602815345562,-97.72190664480877,Entire home/apt,230,2,14,2015-10-19,1.16,1,1
2386534,Crestview Cottage,12191357,Kieu,,78757,30.34582125099645,-97.73156002232305,Entire home/apt,450,5,0,,,1,238
5539557,Artsy Home in N Austin (Crestview),28726996,Jonn,,78757,30.347248992550234,-97.72879997454872,Entire home/apt,190,1,1,2015-05-27,0.18,1,365
3519150,ACL COA SXSW Central Austin 78757 ,17650001,Peter,,78757,30.344419471069298,-97.71670354483302,Entire home/apt,400,1,0,,,1,310
1623582,Tropical Bungalow in Central Austin,2672219,Stephen&Ramona,,78757,30.341957280547923,-97.73096586443597,Entire home/apt,345,3,0,,,1,364
7973849,Private studio apartment N. Lamar,42081571,Shelley,,78757,30.34216155576826,-97.7174291371708,Entire home/apt,80,1,3,2015-09-21,1.29,2,123
328769,Artsy peaceful room- on bus line!,1631335,Peggy,,78757,30.333873221531885,-97.73164287550131,Private room,89,2,20,2015-10-25,0.47,3,359
9152798,Tranquil and Charming Room,27544229,Christopher,,78757,30.334459589183915,-97.73220561593922,Private room,70,1,0,,,1,74
4932558,Remodeled Private Bath and Bedroom,1743914,Negina,,78757,30.33278920838784,-97.72670957939071,Private room,59,2,2,2015-10-11,1.82,1,354
6316931,Quaint 1 BR. at Crestview Station.,32866697,Rodney,,78757,30.340507457195468,-97.71818372425756,Entire home/apt,75,1,3,2015-08-01,0.52,1,154
5221872,Nice Single Family Home - 2 Bed,27019761,Kyle,,78757,30.344851477263227,-97.72193658368352,Entire home/apt,300,1,0,,,1,365
2657000,Cozy & Charming - 2 Bedroom 2 Bath,10010707,,,78757,30.353445772205394,-97.73548163854578,Entire home/apt,99,30,6,2015-10-14,0.36,1,84
327911,Lovely Room -On Bus Line!,1631335,Peggy,,78757,30.333541654028686,-97.73221822146435,Private room,80,2,37,2015-10-26,0.81,3,360
689166,North Central Austin Private Room,3286,Andrew,,78757,30.32833067290338,-97.72526023485094,Private room,100,1,0,,,1,365
8289381,Private Room in cozy north austin,11269365,Bar,,78757,30.330796110476992,-97.72616827765218,Private room,85,1,0,,,1,219
5554560,Central Comfort and Convenience,2402072,Anna,,78757,30.342362223151355,-97.7369222446764,Private room,95,1,0,,,1,365
8172241,Comfortable room with bed,42203790,Amana,,78757,30.33244295274641,-97.72285052254321,Private room,28,1,5,2015-10-18,2.78,1,365
8613818,FFF Fest Location 15 min from dwtn,45313941,Patrick,,78757,30.328556220528238,-97.72664148482039,Entire home/apt,150,1,1,2015-10-11,1,2,6
4317830,"Downtown Design, Urban Lifestyle",17174695,Cindy,,78757,30.331784560019422,-97.73218621633836,Entire home/apt,220,3,0,,,4,310
2134694,Unique Modern Home is Hip area,10892828,Brett,,78757,30.334339727429704,-97.73163908012856,Entire home/apt,550,5,0,,,1,365
5652325,Private bedroom in modern house,27673772,Sean,,78757,30.361396939973698,-97.72187552506702,Private room,60,1,7,2015-11-07,2.47,1,311
359425,Cute 1/1 North Central Bungalow!,1818568,Carrie,,78757,30.33765490020557,-97.72982223887917,Entire home/apt,225,1,1,2012-03-14,0.02,1,363
7935687,Amazing retreat in Central Austin!,41849695,Joanna,,78757,30.347336789345004,-97.74327127323978,Entire home/apt,220,2,3,2015-10-18,2.73,1,315
5249517,Casa Allandale - Perfect Home Base,9501314,Josh,,78757,30.334876925726416,-97.74936977745662,Entire home/apt,225,2,3,2015-07-27,0.46,1,175
5607191,SXSW 1bd/1ba Apt in North Austin!,29068246,Sarah,,78757,30.356074827605422,-97.71590423082318,Entire home/apt,115,1,0,,,1,216
7802995,Spacious Private Home in Allandale,8754585,Claire,,78757,30.363513140394573,-97.72191426922146,Entire home/apt,99,1,1,2015-10-19,1,1,63
5279951,"Cute, comfy guest bedroom",25998375,Will,,78757,30.359299245084134,-97.72564876368317,Private room,80,1,3,2015-10-04,0.34,1,364
4428105,Modern 2Bed Condo | Near Train 2 DT,22823930,Sara,,78757,30.345095166372076,-97.71574444657678,Entire home/apt,89,1,14,2015-10-27,1.15,1,345
1388265,Colorful home with ATX  Soul,739362,Barbara,,78757,30.336738946860137,-97.74377260238401,Entire home/apt,350,2,10,2015-10-19,0.50,3,311
4862735,LOVE IT!,149269,Gabe And Sao,,78757,30.33499083751503,-97.73655301844218,Private room,50,2,14,2015-11-02,1.77,1,362
2746300,Comfortable Condo (super walkable),376422,,,78757,30.357554645653966,-97.72883772927536,Entire home/apt,50,30,4,2015-10-24,0.37,1,1
6121476,Entire Home in North Central Austin,7388470,Megan,,78757,30.340305540839267,-97.75220787745741,Entire home/apt,130,1,0,,,1,172
2451651,Eclectic Artist Home Central Austin,12131706,Pepper,,78757,30.340973571195757,-97.75052034719558,Private room,75,1,4,2015-10-12,0.51,1,365
4764568,"Unique option for SXSW, ACL, F1",424153,David,,78757,30.339001773737984,-97.73303278434149,Entire home/apt,1100,2,0,,,1,365
4091546,"ACL goers! Cozy, Comfy Home for you",21221920,Sarah,,78757,30.354676803414034,-97.74452803603513,Entire home/apt,350,1,0,,,1,365
8022580,Charming 1bd in Allandale + Parking,23008667,Randi,,78757,30.361561882383903,-97.73672203328701,Private room,35,2,3,2015-10-26,2.37,1,351
2420564,..PEGRAM AVE HOUSE - 2475 SQ. FEET ,12063485,Bob,,78757,30.346867127750286,-97.7396056955232,Entire home/apt,550,1,0,,,1,365
3405447,Winter Texan Monthly Discount,17174695,Cindy,,78757,30.36665099385251,-97.73382614211455,Entire home/apt,225,3,7,2015-10-12,1.14,4,319
7206847,Central  North  Austin  Place,37737681,Austin Complete,,78757,30.366887726092195,-97.72468492906003,Private room,50,1,0,,,1,365
5011681,Lucy's Urban Creekside Retreat,9369892,Lucy,,78757,30.3357952755553,-97.7471677275727,Entire home/apt,125,2,22,2015-10-25,2.39,1,353
8714904,Cozy Apartment Close to Metro Rail,35548026,Laura,,78757,30.33741279842592,-97.7219931278054,Private room,95,1,1,2015-10-12,1,1,355
7633876,Crestview Casita,6731905,Storms,,78757,30.345848952294748,-97.73328334579878,Entire home/apt,63,2,11,2015-11-02,3.98,1,354
2210823,Cozy Room in a Cute Spacious House!,1671060,Abby,,78757,30.35801015063061,-97.72088154231884,Private room,75,1,9,2015-10-25,0.42,1,365
7309955,Austin Urban Retreat,5166040,Amanda,,78757,30.332280451258384,-97.72768964866137,Entire home/apt,390,2,1,2015-09-06,0.47,1,322
5678602,A beautiful place to stay for SXSW,29442130,Arabella,,78757,30.369999553709913,-97.73764992176564,Entire home/apt,145,1,0,,,1,210
1327668,Spacious  Sunny Garden Oasis,739362,Barbara,,78757,30.33855259126188,-97.74427860315392,Private room,70,2,134,2015-11-06,5.06,3,310
7946971,Allendale Condo,41907775,Nicole,,78757,30.346796302816582,-97.73593447057418,Entire home/apt,200,1,0,,,1,54
8636455,Beautiful Modern North Central Home,29106280,Shelley,,78757,30.362489951823207,-97.73298608669909,Entire home/apt,200,2,3,2015-10-12,2.50,1,17
5490983,Awesome Texas,5002348,Mary Jean,,78757,30.34456995805222,-97.73936007401045,Entire home/apt,250,2,0,,,1,162
4165186,2/1 condo in central Austin,21618346,Jeffery,,78757,30.342519241312843,-97.73094874967381,Entire home/apt,100,1,15,2015-10-17,1.13,1,289
4181247,Private Room & Bath in Central ATX,18870726,Kimberly,,78757,30.35818608434466,-97.72248287819251,Private room,100,1,0,,,1,365
2411809,"Entire 2-2 home, 6 miles from SXSW!",12326041,Ashley,,78757,30.332255463645996,-97.73107589118011,Entire home/apt,350,4,0,,,1,365
8541574,Bus 2 ACL Perfect for Social Artist,44958470,Joseph,,78757,30.341045886900858,-97.7191888898817,Private room,15,1,0,,,1,363
7918987,Mid-Century Modern Home w/ Pool,4365185,Eric,,78757,30.337703479700988,-97.75211136831913,Entire home/apt,300,2,2,2015-09-28,0.98,1,363
2477580,SXSW - Only 15 minutes via train! ,921412,Lindsey,,78757,30.339456442156155,-97.71800079355445,Entire home/apt,300,1,0,,,1,365
7745328,Charming Room in Austin,40711535,Marilyn,,78757,30.359475877086787,-97.71831022656885,Private room,50,1,0,,,1,31
340164,Office bedrm with private entrance ,1631335,Peggy,,78757,30.3346631333583,-97.7321347118133,Private room,140,1,46,2013-08-13,1.04,3,365
5333582,New APT close to Downtown ATX/ACL,27640356,Vijay,,78757,30.33976761190385,-97.71926666819303,Entire home/apt,130,2,5,2015-09-07,1.18,1,365
4449275,Winter Texan Monthly Discount,17174695,Cindy,,78757,30.332045736371246,-97.73024778292816,Entire home/apt,295,3,4,2015-09-21,0.59,4,330
5104771,Spacious Remodeled 3 Bed/2 Bath ,26377325,Shalah,,78757,30.335998297303753,-97.73092424636343,Entire home/apt,650,2,1,2015-10-11,1,1,365
8840954,The L -  New 2/1 Central ATX.,42990445,Lori,,78757,30.342054604094102,-97.72762850418961,Entire home/apt,225,2,0,,,1,180
2384051,SXSW Headquarters - 3/2 Allandale,1508199,Jack,,78757,30.337336711507795,-97.75371456466472,Entire home/apt,1000,3,0,,,1,365
4227044,Chicken Coop Cottage ,21937265,Jay And Jayne,,78757,30.354937323251953,-97.74448307238698,Entire home/apt,65,2,97,2015-11-02,7.37,1,153
947392,Quaint Guest Bedroom near Downtown ,5134711,Brian And Cheryl,,78757,30.36610258092831,-97.73555862527829,Private room,99,1,0,,,1,365
5340109,50's bungalow in Crestview,780358,Lisa,,78757,30.340156366786374,-97.7206461087015,Private room,90,1,2,2015-10-05,0.25,1,364
751847,Newly Remodeled 4 Bedroom Home,487072,Amanda & Greg,,78757,30.360497614588425,-97.72550239544698,Entire home/apt,149,2,18,2015-10-10,1.02,5,142
5306579,Mid-Century Brentwood Bungalow,326529,Adam,,78757,30.333281150860483,-97.72629563072267,Entire home/apt,125,1,2,2015-10-12,0.50,1,133
3411798,Garden Guest House - Central Austin,17201839,Debbie,,78757,30.33500041903966,-97.73273464357956,Entire home/apt,80,2,66,2015-11-02,4.04,1,296
7984005,Modern 3/3 Cool Central ATX Locale,42081571,Shelley,,78757,30.344180872081967,-97.71847723049108,Entire home/apt,1600,1,0,,,2,111
8605719,'Fest'ive Lodgings,45277116,Robert,,78757,30.363739263153327,-97.73660442942412,Private room,70,1,1,2015-10-13,1,1,359
5820639,Spacious 4 BR Central Austin House,27181968,Rachel,,78757,30.34543524909692,-97.74169517480435,Entire home/apt,600,2,2,2015-10-11,0.48,1,198
5490698,"Entire Apt, SXSW, Premium Location",1156357,Amanda,,78757,30.33768621783557,-97.72131177737508,Entire home/apt,500,2,0,,,1,227
6400151,Garage Apartment in Brentwood!,26767316,Ryan,,78757,30.33373730331833,-97.72197117261479,Entire home/apt,80,1,9,2015-10-19,1.60,2,358
6737449,North Austin kid friendly,31141877,Steve,,78757,30.34503671984038,-97.73901071928785,Entire home/apt,95,1,1,2015-07-05,0.24,1,126
739819,Remodeled 3 bed 2 bath w/Back House,3552066,Mike,,78757,30.337522720171634,-97.7269214394069,Entire home/apt,450,1,1,2013-03-18,0.03,1,365
738243,Casita Contenta (Happy House) !,3857479,Earl,,78757,30.340612162227963,-97.72613465578975,Entire home/apt,129,2,34,2015-10-12,1.06,1,347
869081,Beautiful Backyard Garage Apartment,2536590,Michael Ann,,78757,30.34389996515989,-97.73040082437961,Entire home/apt,125,2,41,2015-11-02,1.26,1,347
4371967,"Urban Suite,Sophisticated, Romantic",17174695,Cindy,,78757,30.3303457189062,-97.72993063026814,Entire home/apt,129,2,11,2015-10-18,0.95,4,326
4241346,Two bed room 900+sqft appt. ,22008305,David,,78757,30.342272830166397,-97.71940882544831,Entire home/apt,195,1,0,,,1,365
8336041,"North Central, Charming Home",43941026,Zach,,78757,30.359461550237032,-97.72231750625099,Private room,59,1,0,,,1,31
8456152,Brentwood ~ New Garage Apt,44511842,Viki,,78757,30.344489294071753,-97.73365984276295,Entire home/apt,90,1,4,2015-11-01,3.43,1,341
5534290,Brentwood-Area Craftsman Home,26767316,Ryan,,78757,30.33534129280929,-97.7235923269899,Entire home/apt,225,1,0,,,2,358
3509436,Stylish Garage Apartment!,17669929,Tiffany,,78757,30.354492904135757,-97.7253962106129,Entire home/apt,110,2,10,2015-10-26,1.44,1,348
3811792,Quiet Luxury Close to Downtown,10585849,Ames,,78757,30.340274055522112,-97.73302647496051,Entire home/apt,214,2,9,2015-10-26,1.68,1,176
1811927,Private room in GREAT neighborhood!,1604708,Kristin,,78757,30.346057799993986,-97.74309211527273,Private room,45,1,29,2015-10-12,1.21,1,88
2431723,SXSW! N.Central 2 BR/ Living area,11848379,Suzanne,,78757,30.33928026677293,-97.74310616305536,Private room,200,1,0,,,1,365
8593267,Late 60s Circa Duplex Cozy Bedroom,7093739,Stephanie,,78757,30.361418135340315,-97.73311546547492,Private room,73,1,0,,,1,364
525231,2BR Renovated Austin Coach House,2507231,Kris,,78757,30.3396195042862,-97.73593251014545,Entire home/apt,160,2,10,2015-05-19,0.26,1,359
923337,ACL & Condo in North Central Austin,4964918,Josh,,78757,30.359889608612907,-97.73237415010965,Private room,125,1,0,,,1,365
710347,Palm Springs Style-Spacious & Sunny,3656235,Hayden,,78757,30.370655359748508,-97.73461128280935,Entire home/apt,350,4,2,2014-03-16,0.10,1,251
7912898,Cozy Condo- Northloop/Shops/Eats,40784875,Haley,,78757,30.362047386669094,-97.73782200742285,Entire home/apt,75,2,6,2015-10-26,3.16,1,59
7743355,Be part of our family for a day.,40700179,Omar & Leilani,,78728,30.43520046118245,-97.67233622104182,Shared room,21,1,12,2015-10-30,4.29,1,269
7422589,Quiet And Spacious Private Room,15655427,Genevieve,,78728,30.450879205581717,-97.68751588307148,Private room,42,1,8,2015-09-27,2.26,2,357
7461768,"Comfortable, Clean, Quiet Room",15655427,Genevieve,,78728,30.451298710923822,-97.68806382695485,Private room,44,1,5,2015-10-24,1.60,2,67
967716,Your SXSW Experience.....,5279027,Phoebe,,78728,30.464802282929256,-97.69473046875511,Private room,110,2,0,,,1,365
8934317,Cliff & Scott's place,12657553,Cliff,,78728,30.45176675609325,-97.67585482116321,Private room,52,1,0,,,1,354
5094272,Sofa bed available for rent,2751020,Usama,,78728,30.439252400585676,-97.69297911834173,Shared room,40,1,0,,,1,363
7747837,"In-Home Apt, Private Entry, Modern",12987638,Mary,,78744,30.197399312005118,-97.73045764463632,Private room,35,1,26,2015-11-06,10.26,1,53
971402,------Comfy 3/2 Home------,5310220,Hector,,78744,30.188276768469464,-97.74891687484624,Entire home/apt,200,1,5,2015-05-26,0.25,1,308
8954301,Cute South Austin Home,46719908,Ty,,78744,30.1728144166726,-97.75930812417167,Entire home/apt,125,1,0,,,1,355
606595,Austin Four Bedroom House Near 35,41259,Vincent,,78744,30.18590341376267,-97.7481087896834,Entire home/apt,189,2,6,2015-10-20,0.42,3,364
333864,You can crash at my place for SXSW,1700868,Jeff,,78744,30.19462439939658,-97.7642704000875,Shared room,50,1,1,2014-03-15,0.05,1,365
7111033,Visit Austin & Love Life Too!,80375,Tammy,,78744,30.17352564908287,-97.76894085641737,Private room,49,2,2,2015-10-13,0.71,3,342
50310,Super Hip South Austin Studio,230553,Sevylla,,78744,30.20093205731694,-97.75318020205341,Private room,40,3,146,2015-10-18,2.36,2,276
431878,Visit Austin & Love Life!,80375,Tammy,,78744,30.17292128265421,-97.76727749898829,Private room,45,2,12,2015-10-27,0.33,3,364
7492335,Relaxing Apt Close to DT & Airport!,39239875,Stacy,,78744,30.164803136497913,-97.78033664673687,Entire home/apt,150,1,0,,,1,90
8941836,Home Away From Home Upscale & Comfy,41259,Vincent,,78744,30.16326793279274,-97.78319876544703,Entire home/apt,400,2,0,,,3,365
21120,South Austin Oasis of Relaxation ,80375,Tammy,,78744,30.169542556694463,-97.75725892482058,Private room,54,1,43,2015-11-02,0.64,3,336
7859914,"Affordable, Close to Airport & DT",72957,Tiffany,,78744,30.192755657534974,-97.7381487523701,Private room,45,1,15,2015-10-26,5.84,1,149
728728,Fab F1/ACL with international FLAIR,3781862,Victoria,,78744,30.195959134217322,-97.69529768797148,Private room,60,1,27,2015-11-01,0.81,3,341
2343011,Cozy Room in Country Chic Cottage,11965155,Katy,,78744,30.190600585667347,-97.75163291365097,Private room,50,2,21,2015-10-31,1.06,1,313
3515271,Guest Room with Private Balcony,17700520,Camellia,,78744,30.19872543798899,-97.73187567491189,Private room,37,1,18,2015-10-01,1.14,1,362
5570844,Clean nice place to stay for F1,28879622,Amber,,78744,30.175948770025013,-97.76445980160715,Private room,45,2,0,,,1,220
4235764,Luvitere,1653992,Shanon,,78744,30.161456189657404,-97.77912202309199,Private room,50,1,23,2015-10-27,1.73,1,308
2535385,Our home is your home ,12549160,Anthony,,78744,30.197549107949886,-97.70029452007918,Private room,130,1,0,,,1,365
956655,Artsy Austin-South Congress 78744,23,Charlene,,78744,30.160389431222676,-97.77920102778288,Private room,50,2,1,2013-05-12,0.03,1,250
1644888,Private Room in Austin,8729215,Pete,,78744,30.196313089191165,-97.733148287993,Private room,130,1,0,,,1,365
8652643,Cozy 2 bedroom with parking!,45397926,Brianna,,78744,30.18867206459447,-97.76076311672335,Private room,60,1,0,,,2,363
6018289,4 bd/2.5 ba w/fenced yard,1815448,Francis,,78744,30.19751906405687,-97.69625398365936,Entire home/apt,135,7,0,,,1,265
5082722,Retrofantastic GMC RV for SXSW!,117528,Curt,,78744,30.185303482895243,-97.77213464055855,Entire home/apt,189,5,0,,,1,0
5116645,"spacious apt, 5 min bus ride to DT",26440633,Parker,,78744,30.19168965016679,-97.76465383184345,Entire home/apt,150,1,2,2015-03-22,0.25,1,264
